goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkLexers/ints/default-lexer/bytes-16         	    2101	    492656 ns/op	 532.12 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    5284	    222386 ns/op	1179.60 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    5383	    225413 ns/op	1163.75 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    5386	    222363 ns/op	1179.72 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    5365	    222858 ns/op	1177.09 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    5432	    222305 ns/op	1180.02 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    5325	    224943 ns/op	1166.18 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5388	    217685 ns/op	1205.07 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5508	    215800 ns/op	1215.59 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5581	    220765 ns/op	1188.25 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5325	    221056 ns/op	1186.69 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5239	    220871 ns/op	1187.68 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5482	    219150 ns/op	1197.01 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5320	    218859 ns/op	1198.60 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5060	    219066 ns/op	1197.47 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5449	    222749 ns/op	1177.67 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    5190	    222027 ns/op	1181.50 MB/s	     960 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5414	    224484 ns/op	1168.57 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5379	    228039 ns/op	1150.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5444	    225686 ns/op	1162.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5406	    228413 ns/op	1148.47 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5426	    220357 ns/op	1190.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5450	    221457 ns/op	1184.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5509	    219869 ns/op	1193.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5408	    220119 ns/op	1191.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5403	    221153 ns/op	1186.17 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    5137	    220507 ns/op	1189.65 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    3919	    300693 ns/op	 872.40 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    4076	    305876 ns/op	 857.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    4086	    296521 ns/op	 884.68 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    4114	    291755 ns/op	 899.13 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    4108	    294720 ns/op	 890.08 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    3885	    293196 ns/op	 894.71 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    3978	    302469 ns/op	 867.28 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    4014	    299623 ns/op	 875.52 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    4086	    295005 ns/op	 889.22 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    3844	    297576 ns/op	 881.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7086	    152943 ns/op	1715.18 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7886	    150975 ns/op	1737.54 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7812	    149299 ns/op	1757.04 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    8175	    151567 ns/op	1730.75 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7929	    152055 ns/op	1725.20 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    8170	    153550 ns/op	1708.40 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7910	    149759 ns/op	1751.65 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7822	    152656 ns/op	1718.41 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    6564	    152472 ns/op	1720.48 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped_long/jsontext/bytes-16                	    7824	    152002 ns/op	1725.80 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3828	    304074 ns/op	 862.14 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3903	    307905 ns/op	 851.41 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3960	    306009 ns/op	 856.68 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3283	    306383 ns/op	 855.64 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3938	    303040 ns/op	 865.08 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3601	    306831 ns/op	 854.39 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    4100	    302662 ns/op	 866.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3954	    305797 ns/op	 857.28 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3994	    308572 ns/op	 849.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/bytes-16                	    3972	    310653 ns/op	 843.88 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4311	    256990 ns/op	1020.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    3907	    273924 ns/op	 957.03 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4380	    265282 ns/op	 988.21 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4684	    275286 ns/op	 952.29 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4330	    261655 ns/op	1001.90 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    3933	    271045 ns/op	 967.19 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4754	    274859 ns/op	 953.77 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    3735	    268604 ns/op	 975.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4543	    267445 ns/op	 980.21 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/tokens-16               	    4513	    259282 ns/op	1011.07 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    3904	    302008 ns/op	 868.03 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    3244	    311002 ns/op	 842.93 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4069	    303055 ns/op	 865.03 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    3902	    298425 ns/op	 878.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    3847	    306963 ns/op	 854.02 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    3940	    306195 ns/op	 856.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    3890	    302820 ns/op	 865.70 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    3897	    302946 ns/op	 865.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    3954	    301924 ns/op	 868.28 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/reset-16                	    4070	    304262 ns/op	 861.60 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1099	   1014284 ns/op	 258.46 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1161	   1026791 ns/op	 255.31 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1027	   1022460 ns/op	 256.39 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1186	   1010526 ns/op	 259.42 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1010	   1027354 ns/op	 255.17 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1027	   1033027 ns/op	 253.77 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1190	   1014675 ns/op	 258.36 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1021	   1018664 ns/op	 257.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1177	   1019587 ns/op	 257.12 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/default-lexer/verbatim-reset-16       	    1191	   1041581 ns/op	 251.69 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2840	    430701 ns/op	 608.67 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2854	    421442 ns/op	 622.04 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2904	    423900 ns/op	 618.43 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2811	    423975 ns/op	 618.32 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2868	    412434 ns/op	 635.62 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2812	    422779 ns/op	 620.07 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2815	    414656 ns/op	 632.22 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2829	    425043 ns/op	 616.77 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2870	    423285 ns/op	 619.33 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_unicode/jsontext/bytes-16                     	    2808	    419149 ns/op	 625.44 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3883	    302707 ns/op	 866.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3795	    305822 ns/op	 857.22 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    4016	    303039 ns/op	 865.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3996	    304283 ns/op	 861.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3937	    302401 ns/op	 866.91 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3865	    306863 ns/op	 854.31 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3855	    303862 ns/op	 862.75 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3470	    307067 ns/op	 853.74 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    3990	    302226 ns/op	 867.42 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/bytes-16               	    4015	    312716 ns/op	 838.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4260	    272164 ns/op	 963.23 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4376	    281489 ns/op	 931.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4654	    276634 ns/op	 947.67 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4356	    277499 ns/op	 944.71 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4605	    267676 ns/op	 979.38 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4302	    275765 ns/op	 950.65 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4381	    258430 ns/op	1014.42 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4586	    275326 ns/op	 952.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4639	    274026 ns/op	 956.68 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/tokens-16              	    4656	    270331 ns/op	 969.76 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3980	    302438 ns/op	 866.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3991	    316484 ns/op	 828.34 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3768	    304580 ns/op	 860.71 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3934	    304156 ns/op	 861.91 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3950	    297973 ns/op	 879.80 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3915	    309483 ns/op	 847.08 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3853	    307148 ns/op	 853.52 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3962	    302972 ns/op	 865.28 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    3895	    307308 ns/op	 853.07 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/reset-16               	    4122	    305492 ns/op	 858.14 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1028	   1030829 ns/op	 254.32 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1018	   1044695 ns/op	 250.94 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1166	   1019374 ns/op	 257.17 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1018	   1037751 ns/op	 252.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1012	   1023235 ns/op	 256.20 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1028	   1050035 ns/op	 249.66 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1159	   1040751 ns/op	 251.89 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1002	   1022178 ns/op	 256.47 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1011	   1045759 ns/op	 250.68 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/default-lexer/verbatim-reset-16      	    1020	   1035833 ns/op	 253.09 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2817	    431890 ns/op	 607.00 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2664	    459389 ns/op	 570.66 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2773	    442721 ns/op	 592.15 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2742	    440065 ns/op	 595.72 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2318	    447736 ns/op	 585.52 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2712	    435939 ns/op	 601.36 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2853	    443824 ns/op	 590.68 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2822	    431037 ns/op	 608.20 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2733	    432840 ns/op	 605.67 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_uescaped/jsontext/bytes-16                    	    2733	    443973 ns/op	 590.48 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     992	   1204363 ns/op	 217.66 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     922	   1183194 ns/op	 221.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     967	   1188353 ns/op	 220.60 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     964	   1197964 ns/op	 218.83 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     920	   1193624 ns/op	 219.62 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     910	   1200054 ns/op	 218.44 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     924	   1179543 ns/op	 222.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     854	   1199409 ns/op	 218.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     910	   1182003 ns/op	 221.78 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/bytes-16                    	     908	   1185571 ns/op	 221.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1080	    983232 ns/op	 266.62 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1122	    985252 ns/op	 266.07 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1244	   1016808 ns/op	 257.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1116	    971256 ns/op	 269.90 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1074	    977825 ns/op	 268.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1222	    986909 ns/op	 265.62 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1160	    981856 ns/op	 266.99 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1226	    999656 ns/op	 262.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1092	    979829 ns/op	 267.54 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/tokens-16                   	    1065	    968230 ns/op	 270.75 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	     903	   1202731 ns/op	 217.96 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	     920	   1181111 ns/op	 221.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	    1014	   1198547 ns/op	 218.72 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	    1011	   1183199 ns/op	 221.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	    1015	   1175310 ns/op	 223.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	    1017	   1203617 ns/op	 217.80 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	     922	   1182668 ns/op	 221.66 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	     967	   1183599 ns/op	 221.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	     915	   1186623 ns/op	 220.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/reset-16                    	     999	   1199230 ns/op	 218.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     268	   4314929 ns/op	  60.75 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     268	   4431438 ns/op	  59.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     274	   4360133 ns/op	  60.12 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     270	   4350523 ns/op	  60.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     279	   4444832 ns/op	  58.98 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     272	   4293463 ns/op	  61.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     271	   4358274 ns/op	  60.15 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     255	   4327806 ns/op	  60.57 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     268	   4313355 ns/op	  60.78 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/default-lexer/verbatim-reset-16           	     271	   4414704 ns/op	  59.38 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    2851	    417382 ns/op	 628.07 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    2966	    411269 ns/op	 637.40 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    2941	    411676 ns/op	 636.78 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    2880	    407053 ns/op	 644.01 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    2961	    411704 ns/op	 636.73 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    3032	    407133 ns/op	 643.88 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    2882	    407599 ns/op	 643.14 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    2919	    403937 ns/op	 648.97 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    2979	    403145 ns/op	 650.25 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/bools_nulls/jsontext/bytes-16                         	    2973	    412643 ns/op	 635.28 MB/s	     376 B/op	       3 allocs/op
