goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4417	    283447 ns/op	 924.88 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/tokens-16               	    2899	    429209 ns/op	 610.77 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2918	    438073 ns/op	 598.41 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2768	    428241 ns/op	 612.15 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2448	    430400 ns/op	 609.08 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2854	    435509 ns/op	 601.94 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2713	    438193 ns/op	 598.25 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2775	    433293 ns/op	 605.02 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2804	    434662 ns/op	 603.11 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2776	    426504 ns/op	 614.65 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2460	    427277 ns/op	 613.53 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/tokens-16                         	    2650	    425060 ns/op	 616.73 MB/s	     384 B/op	       5 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1255	    799825 ns/op	 327.76 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1485	    825139 ns/op	 317.70 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1255	    808610 ns/op	 324.20 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1330	    833898 ns/op	 314.37 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1452	    814526 ns/op	 321.84 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1231	    848116 ns/op	 309.10 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1452	    812525 ns/op	 322.64 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1239	    818289 ns/op	 320.36 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1300	    804882 ns/op	 325.70 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/lab/verbatim-tokens-16                	    1483	    816730 ns/op	 320.97 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2696	    456925 ns/op	 573.72 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2556	    455002 ns/op	 576.15 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2563	    488835 ns/op	 536.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2370	    471407 ns/op	 556.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2589	    462379 ns/op	 566.96 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2563	    470500 ns/op	 557.17 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2198	    474553 ns/op	 552.41 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2620	    460358 ns/op	 569.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2198	    476478 ns/op	 550.18 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/reset-16                	    2175	    471356 ns/op	 556.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	    1047	   1008664 ns/op	 259.90 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	    1047	   1004982 ns/op	 260.85 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	    1100	   1012192 ns/op	 258.99 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	    1034	   1021024 ns/op	 256.75 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	    1072	   1005066 ns/op	 260.83 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	    1033	   1005985 ns/op	 260.59 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	    1225	    984191 ns/op	 266.36 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	     980	   1040258 ns/op	 252.00 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	    1202	   1014712 ns/op	 258.35 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-16             	    1041	   1028028 ns/op	 255.00 MB/s	     392 B/op	       6 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1216	   1008991 ns/op	 259.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1051	   1001013 ns/op	 261.88 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1072	    998045 ns/op	 262.66 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1108	    998731 ns/op	 262.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1062	    990307 ns/op	 264.71 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1064	    990371 ns/op	 264.70 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1228	    978451 ns/op	 267.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1058	   1025941 ns/op	 255.52 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1227	    988867 ns/op	 265.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/default-lexer/verbatim-reset-16       	    1228	    983532 ns/op	 266.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	     972	   1247783 ns/op	 210.09 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	     945	   1142427 ns/op	 229.47 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	     925	   1174306 ns/op	 223.24 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	    1024	   1142987 ns/op	 229.35 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	    1104	   1291284 ns/op	 203.01 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	    1080	   1258847 ns/op	 208.25 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	    1167	   1127003 ns/op	 232.61 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	    1318	   1057829 ns/op	 247.82 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	    1053	   1069396 ns/op	 245.14 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson/bytes-16                     	    1252	   1098597 ns/op	 238.62 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	    1104	   1012846 ns/op	 258.82 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	    1149	   1216550 ns/op	 215.49 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	    1108	   1150302 ns/op	 227.90 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	    1296	   1037838 ns/op	 252.59 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	    1155	   1111218 ns/op	 235.91 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	     968	   1129083 ns/op	 232.18 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	     970	   1091657 ns/op	 240.14 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	    1128	   1026435 ns/op	 255.40 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	    1196	   1134193 ns/op	 231.13 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/easyjson-f64/bytes-16                 	     984	   1158353 ns/op	 226.31 MB/s	  272096 B/op	    8528 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3666	    342531 ns/op	 765.33 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3709	    332394 ns/op	 788.67 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3680	    319300 ns/op	 821.01 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3780	    331889 ns/op	 789.87 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3080	    330797 ns/op	 792.48 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3682	    326895 ns/op	 801.94 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3709	    327625 ns/op	 800.15 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3700	    328838 ns/op	 797.20 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3699	    324701 ns/op	 807.36 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/jsontext/bytes-16                     	    3430	    327320 ns/op	 800.90 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3564	    314858 ns/op	 832.59 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3822	    315675 ns/op	 830.44 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3840	    318576 ns/op	 822.88 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3796	    317750 ns/op	 825.02 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3789	    318719 ns/op	 822.51 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3776	    316515 ns/op	 828.23 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3517	    316343 ns/op	 828.69 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3792	    318168 ns/op	 823.93 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3798	    318780 ns/op	 822.35 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto/bytes-16                   	    3757	    315758 ns/op	 830.22 MB/s	      56 B/op	       3 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1528	    797095 ns/op	 328.88 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1482	    825828 ns/op	 317.44 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1432	    813020 ns/op	 322.44 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1275	    799931 ns/op	 327.71 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1496	    815318 ns/op	 321.53 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1264	    816358 ns/op	 321.12 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1252	    811300 ns/op	 323.12 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1344	    809479 ns/op	 323.85 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1255	    803086 ns/op	 326.43 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped/push-proto-pull/bytes-16              	    1276	    802422 ns/op	 326.70 MB/s	     360 B/op	      11 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    3004	    393471 ns/op	 666.69 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    3061	    398975 ns/op	 657.50 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    2997	    397113 ns/op	 660.58 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    2961	    392502 ns/op	 668.34 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    3086	    399728 ns/op	 656.26 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    3025	    393304 ns/op	 666.98 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    3076	    394681 ns/op	 664.65 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    3063	    393976 ns/op	 665.84 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    3038	    409226 ns/op	 641.03 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/bytes-16           	    3082	    395999 ns/op	 662.44 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    2608	    394494 ns/op	 664.97 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    3141	    385783 ns/op	 679.98 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    3056	    410289 ns/op	 639.37 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    3058	    393061 ns/op	 667.39 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    3100	    391703 ns/op	 669.70 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    3046	    396771 ns/op	 661.15 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    3081	    396226 ns/op	 662.06 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    3010	    393711 ns/op	 666.29 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    3068	    397542 ns/op	 659.87 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/pooled-16          	    3038	    396639 ns/op	 661.37 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    3068	    396784 ns/op	 661.13 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    3009	    397955 ns/op	 659.18 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    2959	    400547 ns/op	 654.92 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    3048	    395835 ns/op	 662.71 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    3042	    404495 ns/op	 648.53 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    2556	    395980 ns/op	 662.47 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    2760	    389672 ns/op	 673.19 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    3015	    400130 ns/op	 655.60 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    3124	    398279 ns/op	 658.65 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/bytes-16                     	    2992	    407648 ns/op	 643.51 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     434	   2847776 ns/op	  92.12 MB/s	  945409 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     454	   2761871 ns/op	  94.98 MB/s	  945410 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     465	   2602363 ns/op	 100.80 MB/s	  945409 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     424	   2732875 ns/op	  95.99 MB/s	  945409 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     512	   2745281 ns/op	  95.55 MB/s	  945410 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     403	   2887455 ns/op	  90.85 MB/s	  945409 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     408	   2892943 ns/op	  90.68 MB/s	  945409 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     430	   2716032 ns/op	  96.58 MB/s	  945410 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     432	   2772936 ns/op	  94.60 MB/s	  945410 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/stdlib/bytes-16                  	     410	   2777463 ns/op	  94.45 MB/s	  945411 B/op	   11085 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    3117	    390485 ns/op	 671.79 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    3122	    388064 ns/op	 675.98 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    3133	    394187 ns/op	 665.48 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    3127	    383305 ns/op	 684.38 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    3103	    387383 ns/op	 677.17 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    2730	    385358 ns/op	 680.73 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    3132	    389470 ns/op	 673.54 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    3049	    389353 ns/op	 673.75 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    2785	    391629 ns/op	 669.83 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/tokens-16          	    2761	    387996 ns/op	 676.10 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    3099	    387188 ns/op	 677.51 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    2938	    395849 ns/op	 662.69 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    3146	    390001 ns/op	 672.63 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    3060	    388439 ns/op	 675.33 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    2976	    390116 ns/op	 672.43 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    3088	    390617 ns/op	 671.57 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    3050	    391744 ns/op	 669.63 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    3128	    400518 ns/op	 654.96 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    2964	    394952 ns/op	 664.19 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/tokens-16                    	    3004	    399116 ns/op	 657.26 MB/s	     832 B/op	       8 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2332	    437805 ns/op	 599.18 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2671	    433233 ns/op	 605.51 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2762	    442671 ns/op	 592.60 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2269	    443288 ns/op	 591.77 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2754	    436244 ns/op	 601.33 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2416	    438814 ns/op	 597.80 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2756	    440878 ns/op	 595.01 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2764	    437315 ns/op	 599.85 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2784	    445008 ns/op	 589.48 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/lab/verbatim-tokens-16           	    2716	    439768 ns/op	 596.51 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    3069	    389321 ns/op	 673.80 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    3031	    391207 ns/op	 670.55 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    3036	    394456 ns/op	 665.03 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    3018	    398224 ns/op	 658.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    3016	    396340 ns/op	 661.87 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    2259	    462224 ns/op	 567.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    2976	    396884 ns/op	 660.96 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    2971	    458792 ns/op	 571.77 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    3010	    385984 ns/op	 679.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/reset-16           	    3099	    394125 ns/op	 665.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2632	    459221 ns/op	 571.24 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2546	    455424 ns/op	 576.00 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2551	    462906 ns/op	 566.69 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2580	    467567 ns/op	 561.04 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2584	    465784 ns/op	 563.19 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2596	    465893 ns/op	 563.06 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2613	    468813 ns/op	 559.55 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2556	    469234 ns/op	 559.05 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2510	    469316 ns/op	 558.95 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-16        	    2606	    465527 ns/op	 563.50 MB/s	     840 B/op	       9 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2586	    461746 ns/op	 568.12 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2558	    467015 ns/op	 561.71 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2626	    455656 ns/op	 575.71 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_escaped_long/default-lexer/verbatim-reset-16  	    2640	    466364 ns/op	 562.49 MB/s	       0 B/op	       0 allocs/op
