goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkLexers/ints/default-lexer/bytes-16         	    2124	    516740 ns/op	 507.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2100	    567687 ns/op	 476.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2143	    554852 ns/op	 487.34 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2172	    563853 ns/op	 479.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1929	    571783 ns/op	 472.91 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2115	    579753 ns/op	 466.41 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2043	    566816 ns/op	 477.06 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2091	    561037 ns/op	 481.97 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2128	    564426 ns/op	 479.08 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    1809	    555602 ns/op	 486.68 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2184	    553656 ns/op	 488.39 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    1874	    566775 ns/op	 477.09 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2149	    560553 ns/op	 482.39 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2110	    569691 ns/op	 474.65 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2146	    580438 ns/op	 465.86 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    1665	    605600 ns/op	 446.50 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2022	    628351 ns/op	 430.34 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    1801	    621099 ns/op	 435.36 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    1743	    596183 ns/op	 453.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2017	    593625 ns/op	 455.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    1814	    604153 ns/op	 447.57 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    1670	    606947 ns/op	 445.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2096	    604702 ns/op	 447.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2034	    626461 ns/op	 431.64 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    1916	    597751 ns/op	 452.37 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2688	    447995 ns/op	 603.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2403	    449051 ns/op	 602.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2556	    446352 ns/op	 605.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2701	    442067 ns/op	 611.68 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2740	    446722 ns/op	 605.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2674	    455806 ns/op	 593.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2659	    468288 ns/op	 577.43 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2667	    444823 ns/op	 607.89 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2635	    481410 ns/op	 561.69 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2725	    469515 ns/op	 575.92 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2170	    474954 ns/op	 569.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2463	    474000 ns/op	 570.47 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2574	    487383 ns/op	 554.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2506	    484014 ns/op	 558.67 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2494	    472218 ns/op	 572.62 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2577	    483141 ns/op	 559.68 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2088	    536640 ns/op	 503.88 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2178	    476644 ns/op	 567.31 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2328	    488371 ns/op	 553.68 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2496	    473113 ns/op	 571.54 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     792	   1371806 ns/op	 197.11 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     784	   1417196 ns/op	 190.80 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     852	   1408243 ns/op	 192.01 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     814	   1396626 ns/op	 193.61 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     878	   1378986 ns/op	 196.09 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     792	   1402491 ns/op	 192.80 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     776	   1397946 ns/op	 193.43 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     777	   1387953 ns/op	 194.82 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     790	   1392052 ns/op	 194.25 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     780	   1382182 ns/op	 195.63 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    2041	    618473 ns/op	 437.21 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1983	    571087 ns/op	 473.49 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    2097	    575382 ns/op	 469.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    2047	    564059 ns/op	 479.39 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1785	    564030 ns/op	 479.41 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    2121	    609596 ns/op	 443.58 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    2121	    562643 ns/op	 480.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1765	    567508 ns/op	 476.47 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1952	    573679 ns/op	 471.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    2121	    567319 ns/op	 476.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     568	   1823945 ns/op	 148.25 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     625	   1821200 ns/op	 148.48 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     610	   1797689 ns/op	 150.42 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     669	   1849485 ns/op	 146.20 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     580	   1805107 ns/op	 149.80 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     652	   1820301 ns/op	 148.55 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     616	   1843665 ns/op	 146.67 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     619	   1803564 ns/op	 149.93 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     608	   1830579 ns/op	 147.71 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     598	   1845062 ns/op	 146.55 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     662	   1787622 ns/op	 151.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     607	   1818894 ns/op	 148.66 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     619	   1784483 ns/op	 151.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     666	   1805204 ns/op	 149.79 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     615	   1808410 ns/op	 149.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     661	   1812362 ns/op	 149.20 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     578	   1798284 ns/op	 150.37 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     661	   1801788 ns/op	 150.07 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     675	   1797789 ns/op	 150.41 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     615	   1800925 ns/op	 150.15 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2564	    465329 ns/op	 581.10 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2598	    469898 ns/op	 575.45 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2644	    456545 ns/op	 592.28 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2565	    462910 ns/op	 584.14 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2618	    462215 ns/op	 585.02 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2391	    477789 ns/op	 565.95 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2518	    465687 ns/op	 580.65 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2624	    459225 ns/op	 588.82 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2612	    463669 ns/op	 583.18 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2608	    471155 ns/op	 573.91 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     430	   2777743 ns/op	 621.80 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     418	   2791571 ns/op	 618.72 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     412	   2843385 ns/op	 607.45 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     417	   2806477 ns/op	 615.44 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     424	   2777282 ns/op	 621.90 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     417	   2713341 ns/op	 636.56 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     441	   2725608 ns/op	 633.69 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     414	   2757835 ns/op	 626.29 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     428	   2787181 ns/op	 619.70 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     430	   2741697 ns/op	 629.98 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     430	   2793429 ns/op	 618.31 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     435	   2726115 ns/op	 633.58 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     393	   2759717 ns/op	 625.86 MB/s	       7 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     421	   2800822 ns/op	 616.68 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     422	   2759705 ns/op	 625.87 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     420	   2749001 ns/op	 628.30 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     421	   2755896 ns/op	 626.73 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     441	   2704461 ns/op	 638.65 MB/s	       5 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     441	   2781707 ns/op	 620.92 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     433	   2798034 ns/op	 617.29 MB/s	       5 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     420	   2684267 ns/op	 643.45 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     427	   2750675 ns/op	 627.92 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     410	   2754261 ns/op	 627.10 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     424	   2688403 ns/op	 642.46 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     422	   2718573 ns/op	 635.33 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     435	   2687922 ns/op	 642.58 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     424	   2713725 ns/op	 636.47 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     420	   2717999 ns/op	 635.47 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     446	   2719949 ns/op	 635.01 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     446	   2722541 ns/op	 634.41 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     602	   1943207 ns/op	 888.84 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     535	   1993394 ns/op	 866.46 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     590	   2000422 ns/op	 863.42 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     576	   1961293 ns/op	 880.65 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     577	   1963196 ns/op	 879.79 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     568	   1959785 ns/op	 881.32 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     615	   1950113 ns/op	 885.69 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     572	   1967666 ns/op	 877.79 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     573	   1947999 ns/op	 886.66 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     614	   1977118 ns/op	 873.60 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     596	   1870588 ns/op	 923.35 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     609	   1859529 ns/op	 928.84 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     658	   1828296 ns/op	 944.71 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     624	   1859956 ns/op	 928.63 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     608	   1846954 ns/op	 935.16 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     600	   1843578 ns/op	 936.88 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     606	   1878214 ns/op	 919.60 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     607	   1871944 ns/op	 922.68 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     613	   1858581 ns/op	 929.31 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     657	   1877516 ns/op	 919.94 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     250	   4686310 ns/op	 368.56 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     254	   4592842 ns/op	 376.06 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     253	   4692899 ns/op	 368.05 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     255	   4657386 ns/op	 370.85 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     253	   4627472 ns/op	 373.25 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     255	   4693685 ns/op	 367.98 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     254	   4572094 ns/op	 377.77 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     253	   4609881 ns/op	 374.67 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     261	   4561734 ns/op	 378.63 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     255	   4597122 ns/op	 375.71 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     415	   2747807 ns/op	 628.58 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     441	   2715988 ns/op	 635.94 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     439	   2710902 ns/op	 637.13 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     417	   2747638 ns/op	 628.61 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     420	   2739139 ns/op	 630.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     418	   2743448 ns/op	 629.57 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     424	   2841976 ns/op	 607.75 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     418	   2751459 ns/op	 627.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     411	   2741112 ns/op	 630.11 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     422	   2774066 ns/op	 622.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     152	   7592623 ns/op	 227.48 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     152	   7734167 ns/op	 223.32 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     153	   7566768 ns/op	 228.26 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     157	   7674371 ns/op	 225.06 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     156	   7873063 ns/op	 219.38 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     154	   7791692 ns/op	 221.67 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     153	   7647739 ns/op	 225.85 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     154	   7619032 ns/op	 226.70 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     154	   7582646 ns/op	 227.78 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     158	   7712543 ns/op	 223.95 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     153	   7783279 ns/op	 221.91 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     151	   7800038 ns/op	 221.44 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     156	   7689050 ns/op	 224.63 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     154	   7641793 ns/op	 226.02 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     154	   7747915 ns/op	 222.93 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     154	   7638030 ns/op	 226.13 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     152	   7675646 ns/op	 225.02 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     154	   7829879 ns/op	 220.59 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     156	   7949731 ns/op	 217.27 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     153	   7654595 ns/op	 225.64 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     783	   1587198 ns/op	1088.21 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     799	   1650340 ns/op	1046.57 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     722	   1555503 ns/op	1110.38 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     678	   1524939 ns/op	1132.64 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     723	   1563484 ns/op	1104.71 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     757	   1559132 ns/op	1107.80 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     705	   1579293 ns/op	1093.66 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     784	   1555642 ns/op	1110.28 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     694	   1562286 ns/op	1105.56 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     726	   1558458 ns/op	1108.28 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1062	    973184 ns/op	 648.92 MB/s	    1336 B/op	       8 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1094	    971302 ns/op	 650.17 MB/s	    1336 B/op	       8 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1094	    971835 ns/op	 649.82 MB/s	    1336 B/op	       8 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1090	    966488 ns/op	 653.41 MB/s	    1336 B/op	       8 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1087	    976687 ns/op	 646.59 MB/s	    1336 B/op	       8 allocs/op
