# Micro-benchmark baseline — go1.26.4, Ryzen 7 5800X, count=10
# reference (master 1ac8025 default-lexer) vs lab, bytes/tokens/reset
# captured 2026-06-27T11:42:48Z

goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkMicro/ints_pos/reference/bytes-16         	    2092	    533187 ns/op	 491.67 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/exponential/lab/tokens-16           	    1664	    658557 ns/op	 398.07 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/exponential/lab/tokens-16           	    1820	    659659 ns/op	 397.40 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/exponential/lab/tokens-16           	    1558	    670780 ns/op	 390.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/exponential/lab/tokens-16           	    1810	    663836 ns/op	 394.90 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/exponential/lab/tokens-16           	    1858	    668341 ns/op	 392.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/exponential/lab/tokens-16           	    1854	    661531 ns/op	 396.28 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/exponential/lab/tokens-16           	    1521	    665337 ns/op	 394.01 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1339	    763713 ns/op	 343.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1326	    764224 ns/op	 343.03 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1597	    742217 ns/op	 353.20 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1584	    749669 ns/op	 349.69 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1329	    762709 ns/op	 343.71 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1346	    763005 ns/op	 343.58 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1624	    758008 ns/op	 345.84 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1585	    751401 ns/op	 348.88 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1579	    748907 ns/op	 350.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/reference/reset-16      	    1614	    745852 ns/op	 351.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1552	    782659 ns/op	 334.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1502	    785592 ns/op	 333.70 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1554	    775661 ns/op	 337.97 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1489	    786595 ns/op	 333.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1291	    785956 ns/op	 333.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1419	    781129 ns/op	 335.60 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1482	    795314 ns/op	 329.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1286	    784074 ns/op	 334.34 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1308	    789560 ns/op	 332.02 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/exponential/lab/reset-16            	    1286	    799154 ns/op	 328.03 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    3734	    280150 ns/op	 935.76 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    4323	    276972 ns/op	 946.50 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    4266	    274870 ns/op	 953.73 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    4362	    272070 ns/op	 963.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    4416	    272647 ns/op	 961.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    4262	    270900 ns/op	 967.71 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    4285	    275654 ns/op	 951.02 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    3853	    276515 ns/op	 948.06 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    4394	    274695 ns/op	 954.34 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/bytes-16    	    4353	    278738 ns/op	 940.50 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4489	    276634 ns/op	 947.65 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4354	    276274 ns/op	 948.89 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4357	    278055 ns/op	 942.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4400	    273811 ns/op	 957.42 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4389	    276943 ns/op	 946.60 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4413	    274596 ns/op	 954.69 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4350	    275522 ns/op	 951.48 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4333	    275869 ns/op	 950.28 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4386	    276677 ns/op	 947.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/bytes-16          	    4359	    272465 ns/op	 962.15 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4664	    256633 ns/op	1021.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4692	    255664 ns/op	1025.38 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4728	    254225 ns/op	1031.19 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4802	    255614 ns/op	1025.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4735	    251912 ns/op	1040.65 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4840	    253910 ns/op	1032.47 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4720	    255790 ns/op	1024.88 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4731	    255208 ns/op	1027.21 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4683	    252267 ns/op	1039.19 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/tokens-16   	    4741	    251680 ns/op	1041.61 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4809	    254361 ns/op	1030.63 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4629	    254146 ns/op	1031.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4665	    251606 ns/op	1041.92 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4731	    249089 ns/op	1052.45 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4028	    248888 ns/op	1053.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4681	    255585 ns/op	1025.70 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4708	    254508 ns/op	1030.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4666	    252185 ns/op	1039.53 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4860	    253934 ns/op	1032.37 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/lab/tokens-16         	    4118	    257283 ns/op	1018.93 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4347	    275625 ns/op	 951.12 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4314	    271453 ns/op	 965.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4244	    277603 ns/op	 944.34 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4482	    278851 ns/op	 940.12 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4376	    278866 ns/op	 940.07 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4396	    277277 ns/op	 945.46 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4287	    276639 ns/op	 947.64 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4350	    275380 ns/op	 951.97 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4274	    276575 ns/op	 947.85 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/reference/reset-16    	    4320	    282186 ns/op	 929.01 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4368	    275416 ns/op	 951.84 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4320	    274905 ns/op	 953.61 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4335	    278827 ns/op	 940.20 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4296	    276186 ns/op	 949.19 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4237	    274706 ns/op	 954.30 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4314	    276147 ns/op	 949.32 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4461	    276502 ns/op	 948.11 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4345	    276192 ns/op	 949.17 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4377	    275434 ns/op	 951.78 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_plain/lab/reset-16          	    4520	    277308 ns/op	 945.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2592	    455927 ns/op	 574.98 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2605	    457808 ns/op	 572.62 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2673	    449558 ns/op	 583.13 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2623	    460684 ns/op	 569.04 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2534	    454261 ns/op	 577.09 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2648	    462142 ns/op	 567.25 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2643	    465687 ns/op	 562.93 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2535	    453274 ns/op	 578.35 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2590	    449480 ns/op	 583.23 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/bytes-16  	    2660	    459953 ns/op	 569.95 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2731	    454439 ns/op	 576.86 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2677	    438323 ns/op	 598.07 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2787	    443322 ns/op	 591.33 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2719	    442475 ns/op	 592.46 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2472	    438764 ns/op	 597.47 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2298	    447280 ns/op	 586.10 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2697	    447045 ns/op	 586.40 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2701	    445055 ns/op	 589.03 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2650	    447730 ns/op	 585.51 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/bytes-16        	    2282	    443108 ns/op	 591.61 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2744	    427659 ns/op	 612.99 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2803	    440342 ns/op	 595.33 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2768	    434963 ns/op	 602.69 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2431	    435565 ns/op	 601.86 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2769	    431817 ns/op	 607.08 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2769	    435538 ns/op	 601.90 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2760	    439548 ns/op	 596.41 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2796	    437491 ns/op	 599.21 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2791	    431209 ns/op	 607.94 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/tokens-16 	    2860	    439748 ns/op	 596.13 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    3058	    394933 ns/op	 663.78 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    3046	    394493 ns/op	 664.52 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    2954	    398404 ns/op	 658.00 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    3061	    395173 ns/op	 663.38 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    3067	    391827 ns/op	 669.04 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    3087	    398541 ns/op	 657.77 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    3015	    391805 ns/op	 669.08 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    3064	    391917 ns/op	 668.89 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    3019	    405692 ns/op	 646.18 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/lab/tokens-16       	    3000	    397574 ns/op	 659.37 MB/s	     384 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2584	    462263 ns/op	 567.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2611	    456525 ns/op	 574.23 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2474	    467896 ns/op	 560.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2631	    457456 ns/op	 573.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2641	    452484 ns/op	 579.36 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2452	    458140 ns/op	 572.20 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2709	    452755 ns/op	 579.01 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2587	    457397 ns/op	 573.13 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2613	    462219 ns/op	 567.15 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/reference/reset-16  	    2708	    457870 ns/op	 572.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2739	    439800 ns/op	 596.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2731	    447304 ns/op	 586.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2709	    443398 ns/op	 591.23 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2715	    446163 ns/op	 587.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2570	    440680 ns/op	 594.87 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2456	    442758 ns/op	 592.08 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2700	    442626 ns/op	 592.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2673	    447692 ns/op	 585.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2769	    442556 ns/op	 592.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped/lab/reset-16        	    2695	    443140 ns/op	 591.57 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6134	    198170 ns/op	1323.74 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6138	    193358 ns/op	1356.68 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6150	    190390 ns/op	1377.83 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6246	    191266 ns/op	1371.52 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6315	    193193 ns/op	1357.84 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6272	    192910 ns/op	1359.83 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6062	    190659 ns/op	1375.88 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6324	    192643 ns/op	1361.71 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6034	    190684 ns/op	1375.71 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/bytes-16         	    6284	    193424 ns/op	1356.22 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3608	    333373 ns/op	 786.88 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3616	    340869 ns/op	 769.58 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3474	    345218 ns/op	 759.88 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3588	    362505 ns/op	 723.65 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3510	    342519 ns/op	 765.87 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3618	    333189 ns/op	 787.32 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3516	    342860 ns/op	 765.11 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3564	    338568 ns/op	 774.81 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3534	    337445 ns/op	 777.39 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/bytes-16               	    3110	    334363 ns/op	 784.55 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6264	    195282 ns/op	1343.32 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6328	    192946 ns/op	1359.58 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6222	    189581 ns/op	1383.71 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6364	    193239 ns/op	1357.52 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6417	    189799 ns/op	1382.12 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6181	    194538 ns/op	1348.45 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6183	    192602 ns/op	1362.00 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6282	    192661 ns/op	1361.59 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6313	    192165 ns/op	1365.10 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/reference/tokens-16        	    6301	    190618 ns/op	1376.18 MB/s	     960 B/op	       5 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    3537	    333719 ns/op	 786.07 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    3594	    332218 ns/op	 789.62 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    3568	    334362 ns/op	 784.55 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    3343	    328577 ns/op	 798.37 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    3308	    331268 ns/op	 791.88 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    2706	    384761 ns/op	 681.79 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    3633	    329860 ns/op	 795.26 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    3100	    332178 ns/op	 789.71 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    3662	    330036 ns/op	 794.84 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/lab/tokens-16              	    3369	    336721 ns/op	 779.06 MB/s	     832 B/op	       8 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6145	    197212 ns/op	1330.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6349	    192368 ns/op	1363.67 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6316	    194085 ns/op	1351.60 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6181	    190857 ns/op	1374.46 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6163	    189496 ns/op	1384.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6204	    191767 ns/op	1367.93 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6331	    193655 ns/op	1354.60 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6212	    191682 ns/op	1368.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6201	    197612 ns/op	1327.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/reference/reset-16         	    6223	    191823 ns/op	1367.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3619	    332839 ns/op	 788.14 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3576	    336579 ns/op	 779.39 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3589	    342901 ns/op	 765.02 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3654	    417729 ns/op	 627.98 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3546	    339188 ns/op	 773.39 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3698	    336230 ns/op	 780.19 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3657	    343126 ns/op	 764.51 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3610	    332582 ns/op	 788.75 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3615	    335833 ns/op	 781.12 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_escaped_long/lab/reset-16               	    3547	    338069 ns/op	 775.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    4152	    297130 ns/op	 882.29 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    3547	    296341 ns/op	 884.63 MB/s	     328 B/op	       2 allocs/op
BenchmarkMicro/strings_unicode/reference/bytes-16              	    3980	    302079 ns/op	 867.83 MB/s	     328 B/op	       2 allocs/op
