goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkLexers/ints/default-lexer/bytes-16         	    2235	    511486 ns/op	 512.53 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2005	    612191 ns/op	 441.70 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1686	    627948 ns/op	 430.61 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1668	    601202 ns/op	 449.77 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2017	    617769 ns/op	 437.71 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2037	    608293 ns/op	 444.53 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2001	    603018 ns/op	 448.42 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    1987	    594316 ns/op	 454.98 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    1629	    620460 ns/op	 435.81 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2023	    595659 ns/op	 453.96 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2026	    604458 ns/op	 447.35 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2062	    608293 ns/op	 444.53 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    2011	    600798 ns/op	 450.07 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    1992	    600155 ns/op	 450.56 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/pooled-16               	    1999	    594992 ns/op	 454.46 MB/s	       1 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2043	    574612 ns/op	 470.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2120	    570041 ns/op	 474.36 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2114	    559234 ns/op	 483.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2168	    578689 ns/op	 467.27 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2137	    563144 ns/op	 480.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2131	    564661 ns/op	 478.88 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2128	    564318 ns/op	 479.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2119	    566527 ns/op	 477.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2179	    571467 ns/op	 473.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/bytes-16                          	    2136	    561886 ns/op	 481.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2384	    494020 ns/op	 547.35 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2474	    486759 ns/op	 555.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2424	    493392 ns/op	 548.05 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2402	    492316 ns/op	 549.25 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2199	    494537 ns/op	 546.78 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2468	    507109 ns/op	 533.22 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2404	    495128 ns/op	 546.13 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2436	    491029 ns/op	 550.69 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2414	    504449 ns/op	 536.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/tokens-16               	    2460	    486300 ns/op	 556.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2701	    447892 ns/op	 603.72 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2692	    440765 ns/op	 613.49 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2677	    450623 ns/op	 600.06 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2689	    446971 ns/op	 604.97 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2697	    450827 ns/op	 599.79 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2716	    445886 ns/op	 606.44 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2692	    449486 ns/op	 601.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2708	    439508 ns/op	 615.24 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2756	    449267 ns/op	 601.88 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/tokens-16                         	    2670	    445150 ns/op	 607.44 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     878	   1378884 ns/op	 196.10 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     793	   1369617 ns/op	 197.43 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     788	   1386477 ns/op	 195.03 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     807	   1388437 ns/op	 194.75 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     805	   1386701 ns/op	 195.00 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     864	   1385761 ns/op	 195.13 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     877	   1377997 ns/op	 196.23 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     783	   1385990 ns/op	 195.10 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     782	   1381400 ns/op	 195.75 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/lab/verbatim-tokens-16                	     786	   1381819 ns/op	 195.69 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1995	    604443 ns/op	 447.36 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1972	    589900 ns/op	 458.39 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1893	    605179 ns/op	 446.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1978	    595044 ns/op	 454.43 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1975	    594219 ns/op	 455.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    2020	    597852 ns/op	 452.29 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1725	    608675 ns/op	 444.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    1983	    601236 ns/op	 449.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    2031	    603556 ns/op	 448.02 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/reset-16                	    2055	    601102 ns/op	 449.85 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     722	   1665498 ns/op	 162.36 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     667	   1657895 ns/op	 163.10 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     620	   1666130 ns/op	 162.29 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     732	   1669798 ns/op	 161.94 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     729	   1675506 ns/op	 161.39 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     658	   1676949 ns/op	 161.25 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     666	   1674293 ns/op	 161.50 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     729	   1653398 ns/op	 163.54 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     728	   1652004 ns/op	 163.68 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-16             	     666	   1712973 ns/op	 157.86 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     663	   1661203 ns/op	 162.78 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     729	   1676176 ns/op	 161.32 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     646	   1675678 ns/op	 161.37 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     663	   1664773 ns/op	 162.43 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     688	   1673099 ns/op	 161.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     640	   1671783 ns/op	 161.75 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     666	   1695292 ns/op	 159.50 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     662	   1659160 ns/op	 162.98 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     662	   1652486 ns/op	 163.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/verbatim-reset-16       	     654	   1672622 ns/op	 161.66 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2406	    493274 ns/op	 548.18 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2385	    502356 ns/op	 538.27 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2422	    496105 ns/op	 545.05 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2506	    507738 ns/op	 532.56 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2428	    488304 ns/op	 553.76 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2455	    497939 ns/op	 543.04 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2492	    495957 ns/op	 545.21 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2452	    493028 ns/op	 548.45 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2391	    495392 ns/op	 545.84 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/canada_geometry/jsontext/bytes-16                     	    2440	    498027 ns/op	 542.95 MB/s	    1152 B/op	      26 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     436	   2769430 ns/op	 623.67 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     429	   2736622 ns/op	 631.14 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     416	   2745798 ns/op	 629.04 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     422	   2797901 ns/op	 617.32 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     440	   2755379 ns/op	 626.85 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     417	   2742403 ns/op	 629.81 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     406	   2744280 ns/op	 629.38 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     422	   2735283 ns/op	 631.45 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     403	   2741267 ns/op	 630.08 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/bytes-16                   	     433	   2779457 ns/op	 621.42 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     436	   2741679 ns/op	 629.98 MB/s	       5 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     411	   2739393 ns/op	 630.51 MB/s	       5 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     421	   2733671 ns/op	 631.83 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     422	   2743662 ns/op	 629.53 MB/s	       5 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     438	   2753154 ns/op	 627.35 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     420	   2757552 ns/op	 626.35 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     445	   2738177 ns/op	 630.79 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     400	   2746434 ns/op	 628.89 MB/s	       5 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     430	   2768730 ns/op	 623.83 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/pooled-16                  	     416	   2723812 ns/op	 634.11 MB/s	       6 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     408	   2922244 ns/op	 591.05 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     417	   2874439 ns/op	 600.88 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     405	   2870574 ns/op	 601.69 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     399	   2933106 ns/op	 588.87 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     424	   3032529 ns/op	 569.56 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     421	   3003268 ns/op	 575.11 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     416	   2901432 ns/op	 595.29 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     398	   2879770 ns/op	 599.77 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     409	   2915221 ns/op	 592.48 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/bytes-16                             	     420	   2903258 ns/op	 594.92 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     562	   2032800 ns/op	 849.67 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     607	   2052198 ns/op	 841.64 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     580	   2041948 ns/op	 845.86 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     543	   1996277 ns/op	 865.21 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     559	   2036121 ns/op	 848.28 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     558	   2045761 ns/op	 844.28 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     561	   2053436 ns/op	 841.13 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     526	   2001803 ns/op	 862.82 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     592	   2023628 ns/op	 853.52 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/tokens-16                  	     565	   2029456 ns/op	 851.07 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     604	   1871720 ns/op	 922.79 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     598	   1834245 ns/op	 941.64 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     602	   1859925 ns/op	 928.64 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     604	   1835910 ns/op	 940.79 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     657	   1839316 ns/op	 939.05 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     654	   1844742 ns/op	 936.28 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     650	   1868095 ns/op	 924.58 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     654	   1863587 ns/op	 926.82 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     634	   1836491 ns/op	 940.49 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/tokens-16                            	     600	   1873649 ns/op	 921.84 MB/s	     424 B/op	       4 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     248	   4787036 ns/op	 360.81 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     247	   4678492 ns/op	 369.18 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     248	   4692684 ns/op	 368.06 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     255	   4696513 ns/op	 367.76 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     243	   4719852 ns/op	 365.94 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     249	   4667446 ns/op	 370.05 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     250	   4731418 ns/op	 365.05 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     250	   4812004 ns/op	 358.94 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     247	   4731329 ns/op	 365.06 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/lab/verbatim-tokens-16                   	     248	   4754826 ns/op	 363.25 MB/s	     432 B/op	       5 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     420	   2728132 ns/op	 633.11 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     416	   2772402 ns/op	 623.00 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     422	   2823592 ns/op	 611.70 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     409	   2802249 ns/op	 616.36 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     444	   2743593 ns/op	 629.54 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     439	   2739614 ns/op	 630.46 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     421	   2757108 ns/op	 626.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     424	   2771161 ns/op	 623.28 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     438	   2744441 ns/op	 629.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/reset-16                   	     435	   2745848 ns/op	 629.02 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     166	   7149032 ns/op	 241.60 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     168	   7246962 ns/op	 238.33 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     168	   7163439 ns/op	 241.11 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     164	   7234050 ns/op	 238.76 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     166	   7071094 ns/op	 244.26 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     169	   7194983 ns/op	 240.06 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     164	   7159892 ns/op	 241.23 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     164	   7185948 ns/op	 240.36 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     166	   7159396 ns/op	 241.25 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-16                	     162	   7202520 ns/op	 239.81 MB/s	     488 B/op	       8 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     165	   7104958 ns/op	 243.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     164	   7218596 ns/op	 239.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     165	   7147377 ns/op	 241.66 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     164	   7093971 ns/op	 243.47 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     168	   7100400 ns/op	 243.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     165	   7231581 ns/op	 238.84 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     166	   7288269 ns/op	 236.98 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     168	   7199840 ns/op	 239.89 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     164	   7139049 ns/op	 241.94 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/default-lexer/verbatim-reset-16          	     163	   7096828 ns/op	 243.38 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     627	   1921777 ns/op	 898.75 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     590	   2046790 ns/op	 843.86 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     628	   1922035 ns/op	 898.63 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     637	   1929245 ns/op	 895.27 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     631	   1919093 ns/op	 900.01 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     631	   1892877 ns/op	 912.48 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     588	   1908403 ns/op	 905.05 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     566	   1959186 ns/op	 881.59 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     591	   1947439 ns/op	 886.91 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/citm_catalog/jsontext/bytes-16                        	     613	   1931768 ns/op	 894.11 MB/s	   30656 B/op	     262 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1116	   1054713 ns/op	 598.75 MB/s	    1336 B/op	       8 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1110	    988504 ns/op	 638.86 MB/s	    1336 B/op	       8 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1125	   1004068 ns/op	 628.96 MB/s	    1336 B/op	       8 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1108	   1012040 ns/op	 624.00 MB/s	    1336 B/op	       8 allocs/op
BenchmarkLexers/twitter_status/default-lexer/bytes-16                 	    1177	   1030220 ns/op	 612.99 MB/s	    1336 B/op	       8 allocs/op
